id,site_id,identifiant
b9eaf0c7-062e-4a1c-8431-f51b31088290,2,tt0082136
80c07340-a069-476a-a0a0-2460dc69b3cc,1,6978
80c07340-a069-476a-a0a0-2460dc69b3cc,2,tt0090728
e8f50c9e-8e3c-4b73-9e92-562bf984113a,1,10925
e8f50c9e-8e3c-4b73-9e92-562bf984113a,2,tt0089907
7abca311-7572-49bb-8565-e3648fcb1989,1,115
7abca311-7572-49bb-8565-e3648fcb1989,2,tt0118715
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,1,2924
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,2,tt0101393
84ed3f64-88ea-4e96-a670-0f3095ececf2,1,9618
84ed3f64-88ea-4e96-a670-0f3095ececf2,2,tt0098439
6277443a-d0cc-4c54-bcde-3f43c896503d,1,137
6277443a-d0cc-4c54-bcde-3f43c896503d,2,tt0107048
6076c30d-c5ab-4e95-971a-425f2f4aa075,1,274
6076c30d-c5ab-4e95-971a-425f2f4aa075,2,tt0102926
bd4537b9-afdc-494d-ac70-76cab133fa4c,1,11595
bd4537b9-afdc-494d-ac70-76cab133fa4c,2,tt0099044
eb4c69f6-9fa5-4eb7-9a16-0259a9eac719,1,105
eb4c69f6-9fa5-4eb7-9a16-0259a9eac719,2,tt0088763
5b946f8f-76e1-46cd-b2f9-e5f85d10af02,1,87337
5b946f8f-76e1-46cd-b2f9-e5f85d10af02,2,tt0099400
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,1,106
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,2,tt0093773
9b4a8296-c6fe-40c6-b1c5-9807b2004976,1,1825
9b4a8296-c6fe-40c6-b1c5-9807b2004976,2,tt0093692
dc18e978-7d17-4d05-ac8e-678a609fbcc7,1,1375
dc18e978-7d17-4d05-ac8e-678a609fbcc7,2,tt0100507
6e76b203-3e19-4f72-9980-92752d48809a,1,744
6e76b203-3e19-4f72-9980-92752d48809a,2,tt0092099
8a973d17-fccf-4240-8157-573db91eaa6c,1,1374
8a973d17-fccf-4240-8157-573db91eaa6c,2,tt0089927
cb500bc6-ef03-4205-86fe-33d0c6d2ec11,1,10439
cb500bc6-ef03-4205-86fe-33d0c6d2ec11,2,tt0107120
0855b28a-f73d-4302-8d48-2a2353d08321,1,96
0855b28a-f73d-4302-8d48-2a2353d08321,2,tt0092644
eaf58060-210e-465a-92e4-eed803451813,1,11415
eaf58060-210e-465a-92e4-eed803451813,2,tt0091223
e90836cf-cc5f-477d-9ca1-a44f1bd95abf,1,1370
e90836cf-cc5f-477d-9ca1-a44f1bd95abf,2,tt0095956
520d36be-24be-4e74-857d-c27b2f9e1f83,1,5548
520d36be-24be-4e74-857d-c27b2f9e1f83,2,tt0093870
a09cc505-1e03-49ec-9500-63478944a532,1,11183
a09cc505-1e03-49ec-9500-63478944a532,2,tt0077276
43cf3e92-abba-4b8a-aaeb-b9b124458ea3,1,4032
43cf3e92-abba-4b8a-aaeb-b9b124458ea3,2,tt0102492
bb73a806-7713-47b3-8355-b4151511a743,1,3980
bb73a806-7713-47b3-8355-b4151511a743,2,tt0090887
4d53ce95-43bf-4cfa-9f09-4f1520a006ed,1,11133
4d53ce95-43bf-4cfa-9f09-4f1520a006ed,2,tt0091778
fe63a509-ad1d-4960-b4a9-b704a6aa9ea0,1,166
fe63a509-ad1d-4960-b4a9-b704a6aa9ea0,2,tt0082100
d765d21d-1675-46ad-a107-13461fc86157,1,12088
d765d21d-1675-46ad-a107-13461fc86157,2,tt0106950
51fecd44-437f-490e-9bcd-e3a386e95932,1,19123
51fecd44-437f-490e-9bcd-e3a386e95932,2,tt0082183
33569568-7c3e-4baa-84a8-cae15dca2350,1,33701
33569568-7c3e-4baa-84a8-cae15dca2350,2,tt0078907
540ef20e-292e-49ec-b2c4-584501eef931,1,8736
540ef20e-292e-49ec-b2c4-584501eef931,2,tt0456123
6931e7d6-7d10-4454-8101-3a11734fbdfd,1,12715
6931e7d6-7d10-4454-8101-3a11734fbdfd,2,tt0091055
f851fa63-1c5d-473d-9405-375675a20771,1,9659
f851fa63-1c5d-473d-9405-375675a20771,2,tt0079501
b657e15a-9e33-4b6a-a39f-2f22d56e1a6f,1,12764
96222ab6-29a3-4043-b5c2-a90a386c0d97,1,15983
2ed1d67e-a806-4e35-b625-ca2b029e366c,1,1694
fb855bea-eec0-4204-be37-7986abaf6887,1,12500
d9e484d0-3dcc-49b8-b4bb-c2babe11b19e,1,11037
da9120a9-5384-4692-8032-b7297dcf0250,1,52657
4e7872c0-5351-471d-b26f-27a6f90fdfed,1,25678
06480b5c-ced6-42bc-8bbc-9747023cf799,1,87736
665a880b-41c4-4d05-9f33-7bbd1382c8e9,1,3536
3d3ea7a8-8b5b-4392-81bb-d08dde330acc,1,9395
0bed1543-84ac-4c53-be68-43299ced4897,1,48457
0e872cc4-c429-428c-8c71-a62fb4c24c96,1,11955
b5142384-c03e-4d50-93e0-75a438484955,1,87777
97d149d2-57d0-489c-93e7-6d8adcc0f9f9,1,9399
110d3753-c18e-45b8-9f4d-cf2736abe00a,1,2038
428373c3-7ce0-44c2-b46b-3e5ed3c019b3,1,2320
318660da-1c50-40f0-9f4c-2291ec6ee0c6,1,21380
4544a546-42da-4757-8499-041a20af38c9,1,87779
bda4765b-36ed-4693-b2af-e3d2ecec462b,1,16113
46b5ed45-a5bd-4f51-8f0a-54e647ebc7ce,1,11623
ab04f1e6-d21a-4f56-aafc-715145517b8d,1,3053
2741a5ba-9fa2-4849-bde4-8fba660e7777,1,805
90ea6203-abcd-4dc4-a037-c64aa326583a,1,251
96ac176c-beae-487d-984e-2c0f7489379c,1,279
7dd60937-5bf3-473e-a31a-1a0c0e7c25cc,1,348
8b98700c-91ad-4c77-b623-454f38d68284,1,8078
38c5e6e2-d7b0-401f-822e-d58c5965f960,1,8077
7d3fbec7-7ae2-4782-99b7-28e866f2c2a7,1,10130
1f0d7207-357c-41c5-8298-1e95aba7ed17,1,14372
e597facf-adf0-46c7-b6fd-aa8a3b91a15b,1,861
1dfc71e1-b820-4c9e-9d34-ed3091b2780a,1,6069
8e063659-fddd-4d1b-9bfb-4b012ec1342a,1,128971
b7197cfe-5a02-41e3-8066-7df18806d1ce,1,24099
89767acf-2ff6-4364-923b-416b7eb9dd77,1,69044
6d97ca95-1029-48f7-b717-87637df514d5,1,55976
ec5b16c4-5304-452c-90c1-ab140b81a31e,1,9647
c45a37e5-fc9e-4e57-8455-580d43dde8bb,1,639
6dd7af88-9e79-4f34-833f-71070941e198,1,4727
42f1e8b1-62e9-4941-bbfc-a366f121a1ba,1,4728
f6c0a699-d2c5-469b-9ad6-95911b4f7be2,1,4729
55fda50c-4f4f-43bd-adf2-dc07d0ee474c,1,11913
5be57aa6-771d-4156-9cb4-ab28e8720ebf,1,10516
14a45da6-4a09-44d1-b009-d33c72d7ade8,1,1871
d03df83f-a164-4d39-90c0-a4c8676df834,1,1870
ca7abfaf-4fa1-4824-8122-4ecf557945d8,1,1875
234b1abd-fc78-44e2-9119-960f782e4314,1,11696
558e88d3-bd1c-4791-8668-77ecca300494,1,14257
3c237710-402c-495d-8da3-592b9ded1564,1,46655
1dcfc6cd-0879-45e3-9cef-22db27f2d5f2,1,8963
c940d72c-7aec-4baf-a8ef-0cac6536f7a3,1,1669
a7a90aba-ef82-4cb9-81c3-e92993b293d0,1,11519
0e245d7d-4f85-42b0-8810-36e8933d693b,1,8665
fc6651a7-fb08-4717-a0d1-00fba5aef294,1,27085
7a5f8599-1346-47a6-a428-5dc543760d19,1,17102
09372446-bb6a-4b3d-82f5-95f7e2a958a2,1,33521
045b7f61-44fd-4f01-a23e-d984f0fffb7e,1,6404
ed82372d-31d7-4771-94aa-73cf83b90a62,1,11281
de862b4b-d544-463d-bfb6-9e0f678ec1e1,1,3525
d0f2d733-ecc6-4eb2-87c5-1218bbd412d8,1,790
6b106581-a12c-4ea6-88bb-9266dc8b1606,1,9362
944fe1e0-0716-41d2-853c-ff7053b2aa81,1,11018
20c7f39b-0a2a-49a1-8cdb-b4667f5ede9e,1,8856
16cdefda-5887-4126-8ffc-fc98131c3bda,1,10551
355aefd3-b58e-4517-addc-87836910f5be,1,23942
597a17d6-86fc-4a2a-8094-7d9162224134,1,34814
744d0291-e549-458c-b771-b12fd47d793d,1,10306
dd9a436f-30e0-45c6-a937-6c094d25ff10,1,11298
b2567a66-03f7-4fd2-b79e-257b15022bfb,1,60175
c91117eb-0480-4f2b-97ec-95166aaee385,1,746
30bfad69-10b9-46b1-af78-f441cbefbd55,1,27352
b9e615ce-621a-4379-aa76-f82422e55425,1,32489
898c636c-ecae-43ef-9566-f3f7a28cffe9,1,11474
deaa0bd5-9864-4819-b62e-0c1f5984138c,1,9665
46e1d6da-a33d-4cdf-8f0c-468c26225d34,1,28370
c1f3931e-6ef9-4719-8c98-99eaef1ec251,1,14628
05af187d-82c7-4d30-ad88-5a497cfe6a59,1,11915
d6b75278-0b8a-4eea-a523-932f00b91b24,1,9462
c59dd8c6-d7ad-4b9a-aa7e-6c1bb0fe581a,1,165
90b547c5-c91e-42ff-8c2a-93f38df09665,1,928
cfac7fc6-aef7-4541-831f-8f56104719f4,1,12262
b9d355ec-0381-42da-853e-cab959dbffd3,1,10999
73995184-881c-4120-b538-84a7ce798b3e,1,13333
ecd2c803-ee78-48df-b414-199c129ac2f5,1,26984
2cc372d3-42f6-4fb1-bb97-e1622e03e4f5,1,9846
a0823f33-7fd3-4512-9503-ae229a74b11c,1,13342
e1f26b06-1cf6-4a85-a2fb-69a58a55d962,1,60797
54274362-fbd5-466f-9702-0880a3f5e7a9,1,11144
0313e26d-c0e8-4fa2-8cfb-ffac38ebf3ea,1,10489
def0fc3a-52e4-4945-97f5-7c32c5908adf,1,14854
f0dd1121-2a44-41a0-b928-53fe376919c0,1,10495
25beac35-0311-452d-a864-de6a3caba09a,1,25682
80c32d9b-aeff-4256-8c0e-987daaa60c25,1,18835
5a79c776-93e9-407a-a4c4-1424c4d34ad1,1,4680
2f0e57a4-e26d-477e-aa0e-cbf3401c47bd,1,196
0ebff639-b6b2-40fe-bf00-bd5eeba62fe2,1,11039
9647dc37-ce28-45d7-9906-e6a20d9dc7e6,1,10780
8c9497fa-efab-4b60-ae00-299f791791f5,1,9051
573e750a-f81d-4976-855e-482446986abd,1,11541
55d246d0-071a-41ed-9abe-5be1dc438e6d,1,4485
cc42e3ba-294f-49e0-8eef-b114eb9248ef,1,5121
f3594169-f7f8-4f66-9eae-da9137ce2800,1,18197
ed2716d4-ac2f-462d-bd4e-c785bc32f8f8,1,28893
f3c54f1b-ae8e-46b7-a300-0e14a14ccafb,1,8446
0909cfa1-bd90-4492-857c-beba4115a494,1,1377
357252a6-af9b-4cbd-9f0c-1eebbfc8d66b,1,11223
aa8be020-b8bd-4b17-b3c7-f32f1f32308a,1,40814
6591dff1-0053-4b80-a4d5-bcc560606069,1,7452
3df88e91-ab90-48f3-9038-a7c281755345,1,31417
611df21e-ad0c-4d25-bc3d-bbfc1e422483,1,4193
e8d8ff5e-0110-4a5e-809c-67ae7b7c3f9e,1,1891
62cb78d0-9091-49e3-944e-b0497ad00bc3,1,36599
294f2132-f5a8-4c6d-a714-de488b91614d,1,27418
211ca561-4eca-438c-9c28-6d451be556ca,1,24825
43e3d766-9e1f-4a97-95cd-dc70d372e760,1,2623
8cbc1811-3cae-4fe0-8280-351083bfc84d,1,25528
822611b3-b602-4a2a-b05c-8e9e8a838b5d,1,403
d3824840-3587-4dce-8cbd-e33a5fbcd956,1,11157
cbece1eb-c6b7-4924-ae2f-b797265260ad,1,30163
53f53d54-909d-4d54-91d8-3867f12fbc85,1,1552
41b576f1-99d5-4f8f-bee1-9ec5fd85f1bf,1,1093
070be6c2-5f15-498e-8722-66c7bf31f136,1,33357
6fa35521-91a1-4960-97c2-b422776750ed,1,4946
b47a9464-d849-4f44-86ad-47c6675e539f,1,10122
59185c64-e193-4d25-a39f-cb944a7da1b6,1,36573
16fd3a7f-1895-4aad-8785-5ea272af9e51,1,18214
670236d3-ea63-470e-97e8-c0f5e72994bd,1,11963
26cb0688-95e1-428d-85db-f7dc40299767,1,37296
43af237f-cbef-4894-b61d-57d061bc60c6,1,10396
1a4c5050-61d4-4a8a-a8cf-b765c0df29b9,1,3116
a988eb6c-1581-4af3-90a5-ddd5b7573067,1,17465
11ae448a-22de-4780-91a5-b775749c64b7,1,34145
6c569c07-9e40-4223-8f8e-0402e98832a6,1,171
e7552d37-4b10-4cfe-ad78-630398326076,1,42010
c3dc760d-27c9-4adc-b6cb-ba70c594cc42,1,571
f14881a9-5334-4c8a-897c-a6fa778b1d8d,1,1723
da09caf6-be31-43c0-b5bd-93bc57027815,1,17006
1d07f895-825a-40b2-ba9e-a081a0c7c18c,1,1863
60b9fe89-dbfd-491f-98ea-c0f39c7a18c8,1,74767
9be6b434-0fe7-40d9-b122-5f217d30a282,1,8073
9b0a0e7b-cdab-4b12-b52f-5411f533045e,1,10068
fb885f6c-2858-4bca-a5de-0d32f02c4da8,1,5143
abf9ba0e-c894-4ec1-b41f-a5df4c7c3073,1,19494
1008f5cc-46bd-481a-a319-4a7f1412d59e,1,7520
7f6c266a-fef9-48ec-a745-29949dd20b94,1,4235
34bf7654-d225-4a5f-a31b-f26354026f19,1,22650
0dd3e4f5-cf11-4893-81c5-37cf9d2a86fe,1,9281
32e47d85-5fd9-4daf-b058-b5699132d340,1,1052
3a6f7a2e-fc09-41ac-997b-a8be88a2c1dc,1,11033
026c5f40-b62c-4db5-930c-53be7bed0037,1,2210
110277c6-291b-44af-bc08-b544e8b93944,1,14746
43650075-f5c5-495e-9000-03ff2649e9b6,1,38080
58901121-d64d-45fe-891c-7f8be10e66c5,1,16084
4a06c72d-8031-4f66-a8da-69a18e300277,1,11616
29808405-2dca-4267-8695-49d12cf5ab40,1,38985
61db6124-a035-4d3c-a3c8-57be133ec0b4,1,26515
128ac9c2-ac92-401e-b6b9-62634af8b4b4,1,5902
30627a7c-0f63-4d77-8ad2-00200a545611,1,19382
0c013f80-7b53-4ef1-888d-f87648f5f7e9,1,15383
4def4746-2c11-4722-907a-206091dbb233,1,8852
e9bed6de-5554-47cd-8c14-92731e34728e,1,11308
a37fdcf1-3da1-4b21-9448-627c00b7cc27,1,17339
7e1fadb1-1cf9-4a22-beea-4555c6a5d7eb,1,9549
eadffd22-7f15-4ad7-b579-ff586864fb9e,1,2912
fcb51b86-70e3-4d20-aeaf-f02445111879,1,31052
ef147ce9-53b0-45e7-8d18-f155b4134360,1,624
6ded7889-87e0-4e63-9999-d29c87491256,1,30890
52cd1c0a-8e41-4900-b19d-471533663396,1,2604
08da22d8-3b9e-4c01-bfa1-b79371fbcef0,1,1632
35f02c8e-5a0b-4440-a056-292d2fc776b2,1,1727
29b6a297-860a-4096-a519-f3346b6ee7db,1,1788
5efc28d4-b0a4-4dac-8dea-409e656656a6,1,5925
42b03efc-43eb-4f44-87c0-27dbaf5a2502,1,11874
16a096c9-2238-4e9a-9d37-4ab5e01c9ce2,1,987
5b69d39e-8d24-45bb-ab3b-995d18191d4d,1,10518
63e55241-198d-4afe-bcf9-00a6fd76a52d,1,11694
b5b84180-2618-4185-974e-a6b1069ade81,1,2119
54fbe8cf-cbcf-4ec4-9f4c-d915a86fbad9,1,10658
0944b012-1785-43dd-b6f9-aa80dcba3095,1,859
0fe838a8-be13-4443-bf72-3a54763106de,1,16263
5ac93a27-9e69-4eee-9a62-2be31c97db87,1,10604
a89ef0f2-d923-4a58-bdf9-4d52fe0f4865,1,11338
42b7967e-a6f0-48cf-94a5-4d7d05d81757,1,4587
7c6d966a-5dc4-4acd-a81f-31a41ff56a3b,1,27214
8619a0ee-94f5-407a-8c27-86ea6b1cd734,1,838
de967f43-4de6-4980-b3c2-08f107eb3918,1,240
f505fde8-978f-4879-a72d-17bd97779309,1,20481
cb5d0af9-a275-4113-8834-74b28a916a32,1,2565
22e03e65-fff9-4524-8b2c-b65cb076e8ec,1,5549
b554f3f3-15bb-41ff-a309-1686e267f977,1,238
56069181-1fac-4148-ac24-d02f525c8bbf,1,916
5cd35574-74d8-494c-abeb-08a6fe576e6f,1,1112679
106acc3a-1145-4a08-802f-010c393b579e,1,12623
bfe94cd1-18af-4f0a-b20d-561bb50d8588,1,2620
99453a7a-20fd-4a14-bcef-d2cd298afa93,1,242
8d6a11d0-8506-4ce2-8306-a0f7717d383f,1,1410
4236fe30-82e0-4a44-a983-e77f2cfd039b,1,2039
a6293b29-5588-4a0c-b902-6b7b7f1e7310,1,9748
fa3463fd-92fb-4d4d-9295-8458a3d60a19,1,51763
63da314b-7608-4213-a1ca-7962f1884dc5,1,33258
58119b82-6913-4d32-8ad7-0e9e9c4b9002,1,966
94ea14a2-efa0-45b2-9f6a-151288566793,1,32059
5f603a51-1960-45f7-b46e-2f557c7ab17a,1,4546
1b13da4a-c9dd-4e3f-8407-418b248812de,1,11177
