id,id_jardin,nom,adhesion,depot
855,2,René Vacher,,59
856,2,Roseline Martinet,,55
857,2,Ophélie de Beauffremont,,37
858,2,Roland Hebert,,45
859,2,Dany Lenglet,,63
860,2,Loïc Clement,,41
861,2,Yohann Ferry,,37
862,2,Lola Brule,,33
863,2,Charles Magnin,,22
864,2,Sabrina Royer,,8
865,2,Olympe Cariou,,14
866,2,Aimé Lefranc,,62
867,2,Raymond Bonnard,,26
868,2,Titouan Mathe,,7
869,2,Patrice Gross,,25
870,2,Béatrice Merlin,,28
871,2,Pauline Lambert,,26
872,2,Zita Delahaye,,59
873,2,Simone Lefebvre,,31
874,2,Christel Jolly,,62
875,2,Ilian Audibert,,36
876,2,Lorenzo Mignot,,58
877,2,Anne-Claire Forget,,60
878,2,Marjorie Segura,,18
879,2,Zéphir Adam de Bosc-Fontain,,47
880,2,Jérôme Coudert,,8
881,2,Carla Bach,,20
882,2,Alison Agostini,,57
883,2,April Salmon,,44
884,2,Alain Salaun,,1
885,2,Andrea Labat,,56
886,2,Lionel Fritsch,,39
887,2,Camille Ledru,,8
888,2,Lilian Lefrancois,,20
889,2,Alexis Müller,,60
890,2,Simon Veron,,62
891,2,Ezio du Bessey,,1
892,2,Arsène Larcher,,33
893,2,Edmond Vogel,,51
894,2,Françoise Hemery,,34
895,2,Hugo Thery,,51
896,2,Léon Gonçalves,,17
897,2,Valérian Bailly,,45
898,2,Harold Texier,,56
899,2,Roger Le Gac,,42
900,2,Martine Martineau,,43
901,2,Emile Descamps,,9
902,2,Karen Guignard,,52
903,2,Serge Ferrand,,25
904,2,Justin Buisson,,55
905,2,Albane Senechal,,5
906,2,Nadia Dejean,,24
907,2,William Collin,,30
908,2,Jean-Louis Pommier,,1
909,2,Marie Martinez,,37
910,2,Ylan Barthe,,9
911,2,Gilberte Roman,,31
912,2,Estelle Guillot,,56
913,2,Jean-Christophe Lepine,,51
914,2,Kimi Vieira,,46
915,2,Marc Allard,,53
916,2,Lenny Patin,,8
917,2,Nadine Sauvage,,53
918,2,Alice Martin,,59
919,2,Marine Porte,,3
920,2,Evan Chartier,,1
921,2,Henri Chaumont,,56
922,2,Alban Turpin,,8
923,2,Alexine Causse,,28
924,2,Christophe Haddad,,59
925,2,Rayan Rousseaux,,22
926,2,Victor Monnet,,58
927,2,Laure Duhamel,,57
928,2,Eric Laporte,,23
929,2,Robin Silvestre,,29
930,2,Maeva Bidault,,35
931,2,Irene Dufour,,51
932,2,Janine Pain,,20
933,2,Lubin Grondin,,63
934,2,Lisa Cartier,,1
935,2,Ethan Labbe,,4
936,2,Gérald Genin,,28
937,2,Soan Colas,,16
938,2,Lorraine Jacob,,46
939,2,Jean-Michel Peron,,26
940,2,Abel Lebrun,,2
941,2,Maryse de Farcy,,22
942,2,Alexia Nicol,,39
943,2,Valériane Gaillarbois,,28
944,2,Nino Marcel,,40
945,2,Gauthier Blin,,52
946,2,Véronique Rollin,,26
947,2,Florent Vaillant,,48
948,2,Soren Merlet,,1
949,2,Adam Alvarez,,2
950,2,Jolan Lamarque,,42
951,2,Thiméo Tessier,,4
952,2,Virgile Rodrigues,,23
953,2,Vanessa Combes,,23
954,2,Orianne Bruneau,,34
955,2,Sylviane Pasquet,,56
956,2,Noël Framond,,64
957,2,Damien Lepretre,,53
958,2,Géraldine Fernandez,,17
959,2,Sandra Lavigne,,17
960,2,Nina Poulet,,40
961,2,Cédric Varin,,51
962,2,Maxime Bertin,,49
963,2,Raphaël Lelong,,4
964,2,Chantal Morice,,38
965,2,Emilienne Mace,,37
966,2,Max Viaud,,16
967,2,Vianney Gimenez,,11
968,2,Tim Lenoir,,31
969,2,Manuel Braun,,13
970,2,Gérard Conte,,46
971,2,Salomé Girault,,26
972,2,Karine Maitre,,45
973,2,Kenzo Jourdan,,20
974,2,Laurence Viel,,18
975,2,Jean-Baptiste Michelet,,27
976,2,Sonia Roth,,18
977,2,Jordan Gros,,27
978,2,Mylène Lapierre,,53
979,2,François Roland,,8
980,2,Thibaut Bignon,,49
981,2,Madeleine Manceau,,30
982,2,Samantha Bonnefoy,,8
983,2,Théo Raffin,,33
984,2,Naël Fortin,,37
985,2,Lou Constantin,,42
986,2,Kelly Guyon,,11
987,2,Margot Berthier,,57
988,2,Yann Guilbert,,42
989,2,Marie-Louise Jamet,,44
990,2,Marie-Noëlle Leconte,,29
991,2,Marie-Pierre Boivin,,24
992,2,Célestin Dubuisson,,48
993,2,Leonie Bernier,,45
994,2,Maria Charrier,,27
995,2,Edith Chauvin,,21
996,2,Cindy Faye,,20
997,2,Gaspard Marais,,59
998,2,Roman Delamare,,62
999,2,Jacques Chapon,,53
1000,2,Florence Martins,,9
1001,2,Charlène Salles,,37
1002,2,Danielle Launay,,58
1003,2,Olivia Barrier,,8
1004,2,Micheline Roche,,60
1005,2,Mathilde Beraud,,14
1006,2,Jean-Paul Craon,,47
1007,2,Catherine Paillard,,44
1008,2,Théophile Bourdon,,32
1009,2,Matéo Peter,,5
1010,2,Harry Rondeau,,56
1011,2,Bernard Carlier,,40
1012,2,Jean-Marie Garreau,,28
1013,2,Jacqueline Delaunay,,34
1014,2,Céleste Darodes,,64
1015,2,Ange Caille,,52
1016,2,Nathan Honore,,37
1017,2,Yvette Baudry,,52
1018,2,Milo Avril,,31
1019,2,Claire Grall,,5
1020,2,Victoria Jacq,,8
1021,2,Fernande Landais,,46
1022,2,Julien Godefroy,,59
1023,2,Jean-Philippe Spoon,,21
1024,2,Clément Lallement,,44
1025,2,Liam Huber,,45
1026,2,Germaine Chenu,,18
1027,2,Dorian de Cardevac d'Havrin,,25
1028,2,Clara Bonnet,,42
1029,2,Téo Lecomte,,2
1030,2,Josette Brouard,,63
1031,2,Gilbert Vial,,20
1032,2,Nicole Foucaud,,41
1033,2,Felix Robillard,,24
1034,2,Tabitha Monier,,60
1035,2,Ginette Berthet,,31
1036,2,Nadege Lagrange,,8
1037,2,Cloé Dupin,,51
1038,2,Bénédicte Esteve,,51
1039,2,Elie Jezequel,,49
1040,2,Richard Sarrazin,,8
1041,2,Jules Arnould,,14
1042,2,Urbain Rigal,,52
1043,2,Milan Deville,,44
1044,2,Edouard Rault,,13
1045,2,Marius Saunier,,64
1046,2,Basile Serrano,,40
1047,2,Johanna Gonnet,,33
1048,2,Hector Petit,,22
1049,2,Luc Mas,,33
1050,2,Farah Silva,,39
1051,2,Léa Moret,,54
1052,2,Robert Vigier,,13
1053,2,Ursula Fuchs,,36
1054,2,Corinne Molina,,42
1055,2,Albin Moine,,42
1056,2,Ryan Renaudin,,21
1057,2,Sandrine Tixier,,45
1058,2,Logan Gasnier,,30
1059,2,Cerise Camus,,25
1060,2,David Berthe,,13
1061,2,Hubert Baudin,,47
1062,2,Maud Duchemin,,35
1063,2,Bernadette Bourgeois,,23
1064,2,Abigail Vautier,,38
1065,2,Angèle Sergent,,51
1066,2,Huguette Emery,,46
1067,2,Noa Thebault,,57
1068,2,Fabien Fourcade,,50
1069,2,Alicia Chardon,,48
1070,2,Peggy Colin,,15
1071,2,Paolo Jacquot,,50
1072,2,Gisèle Chapelle,,56
1073,2,Fanny Dumoulin,,62
1074,2,Alix Gillet,,1
1075,2,Emeline Barbot,,32
1076,2,Inès Raynaud,,48
1077,2,Thibaud Germain,,24
1078,2,Louise Beaumont,,52
1079,2,Adeline Crepin,,22
1080,2,Urielle Gourdon,,33
1081,2,Emilie Evrard,,57
1082,2,Loan Auvray,,19
1083,2,Julian Barret,,58
1084,2,Thibault Cabrol,,59
1085,2,Eloan Sans,,42
1086,2,Eugene Chambon,,5
1087,2,Zoé Bert,,41
1088,2,Bruno Lemaire,,59
1089,2,Antonin Girardot,,31
1090,2,Angélique Picot,,23
1091,2,Anatole Chauvel,,51
1092,2,Valentine Vernier,,52
1093,2,Charlie Morel,,38
1094,2,Romane Bouchez,,46
1095,2,Louison Ferre,,20
1096,2,Isabelle Regnier,,39
1097,2,Anne-Laure Buffet,,13
1098,2,Joris Maze,,34
1099,2,Solene Delacroix,,41
1100,2,Enola Corbin,,13
1101,2,Anissa Dias,,17
1102,2,Stanislas Clouet,,11
1103,2,Odette Chevallier,,51
1104,2,Jacky Revel,,40
1105,2,Melanie Bardet,,49
1106,2,Arnaud Duc,,19
1107,2,Noelle Gougeon,,12
1108,2,Aubin Parmentier,,42
1109,2,Ludwig Monin,,19
1110,2,Natacha Lenormand,,1
1111,2,Mickey Pinault,,61
1112,2,Yvaine Josse,,28
1113,2,Tatiana Poulain,,4
1114,2,Emine Vergne,,60
1115,2,Matteo Laval,,18
1116,2,Matthieu Bouillon,,8
1117,2,Mathieu Dumortier,,30
1118,2,Guillaume Le guen,,61
1119,2,Anne Rivet,,28
1120,2,Noan Delcroix,,9
1121,2,Norbert Mattei,,24
1122,2,Marie Boisson,,30
1123,2,Brice Boisseau,,44
1124,2,Viviane Gauthier,,2
1125,2,Cassandra Desbois,,44
1126,2,Perrine Thuillier,,38
1127,2,Orane Fournier,,38
1128,2,Ronan Duriez,,47
1129,2,Benjamin Smith,,20
1130,2,Cyprien Sabatier,,44
1131,2,Lydie Gouin,,54
1132,2,Deborah Carvalho,,18
1133,2,Dimitri Duchene,,36
1134,2,Bastien Marco,,28
1135,2,Aude Barre,,6
1136,2,Sophie Chevalier,,21
1137,2,Amandine de Blanquefort,,36
1138,2,Romain Raynal,,41
1139,2,Adrienne Bresson,,47
1140,2,Laetitia Legendre,,32
1141,2,Jeanine Bret,,63
1142,2,Tony Marchand,,42
1143,2,Alexandre Poirier,,3
1144,2,Annie Flament,,53
1145,2,Alphonse Mangin,,22
2801,2,Benjamin Breeg,,
1146,2,Floriane Houdet,,24
1147,2,Isaac Proust,,38
1148,2,Nicolas Morand,,51
1149,2,Maximilien Gaubert,,26
1150,2,Genevieve Gaultier,,57
1151,2,Zaccharie Rendiger,,9
1152,2,Nathalie Masset,,40
1153,2,Christine Breton,,42
1154,2,Francine Langlais,,27
1155,2,Carole Lair,,29
1156,2,Gaël Charpentier,,47
1157,2,Anne-Marie Collignon,,21
1158,2,Marceau Negre,,20
1159,2,Fernand Huynh,,56
1160,2,Jeannine Saulnier,,34
1161,2,Yolande Delaporte,,15
1162,2,Florian Lalanne,,3
1163,2,Benoit Hoarau,,4
1164,2,Barbara Crespin du Bec,,37
1165,2,Clementine d'Abancourt,,6
1166,2,Paulette Tanguy,,2
1167,2,Rémi Le Du,,36
1168,2,Luis Noel,,16
1169,2,Grégory Mathon,,30
1170,2,Sarah Martini,,31
1171,2,Christiane Gallet,,25
1172,2,Gaëtan Legras,,56
1173,2,Manon Bouyer,,60
1174,2,Daniele Lepage,,46
1175,2,Pablo Courtois,,34
1176,2,Léo Gallois,,20
1177,2,Tom Marchal,,33
1178,2,Rachel Faucher,,47
1179,2,Sélène Champion,,42
1180,2,Gabin Chauvet,,11
1181,2,Marina Toussaint,,5
1182,2,Vadim Carrier,,49
1183,2,Andrée Soler,,37
1184,2,Raoul Lejeune,,29
1185,2,Eliot Rousset,,49
1186,2,Marlene Alexandre,,39
1187,2,Victoire Ferrier,,5
1188,2,Katia Cadiou,,40
1189,2,Séverine Normand,,26
1190,2,Marie-Thérèse Comte,,45
1191,2,Jennifer Le corre,,30
1192,2,Justine Guillet,,63
1193,2,Anna Boucher,,4
1194,2,Néo Petitjean,,25
1195,2,Joseph Marteau,,13
1196,2,Emmanuel Ballet,,35
1197,2,Dounia Fournet,,15
1198,2,Emma Le Berre,,4
1199,2,Teddy Prigent,,52
1200,2,Celia Lafont,,62
1201,2,Thérèse Rossignol,,19
1202,2,Maelle Serres,,36
1203,2,Gabrielle Rouanet,,43
1204,2,Suzanne Pereira,,23
1205,2,Mickaël Barral,,5
1206,2,Jean-Claude Ortega,,53
1207,2,Jocelyne Le bris,,3
1208,2,Étienne Lebeau,,64
1209,2,Berthe Lacombe,,30
1210,2,Armand Oger,,38
1211,2,Zabou Canu,,60
1212,2,Michael d'Everlange,,57
1213,2,Myriam Da silva,,22
1214,2,Anne-Sophize Pires,,9
1215,2,Jérémie Terrier,,8
1216,2,Eva Guillou,,51
1217,2,Océane Brunet,,63
1218,2,Kim Montagne,,20
1219,2,Jean Mary,,54
1220,2,Dominique Bois,,3
1221,2,Oscar Choquet,,64
1222,2,Jérémy Dos santos,,1
1223,2,Yanis Delcourt,,5
1224,2,Melodie Foucher,,8
1225,2,Martial Lienard,,44
1226,2,Claudine de Champignac,,57
1227,2,Jean-Pierre Bourguignon,,27
1228,2,Kilian Galateau,,15
1229,2,Xavière Mougel,,38
1230,2,Félix Devaux,,49
1231,2,Rose Perrot,,4
1232,2,Kenna Olive,,30
1233,2,Joël Redon,,63
1234,2,Elio Mahieu,,64
1235,2,Paulin Pasquier,,7
1236,2,Armelle Collet,,63
1237,2,Rémy Huard,,27
1238,2,Léonard Lecuyer,,56
1239,2,Tyméo Boucard,,56
1240,2,Monique Darras,,13
1241,2,Lydia Hamel,,49
1242,2,Margaux Boileau,,34
1243,2,Aline Legrand,,24
1244,2,Paul Jardin,,62
1245,2,Melody Granier,,59
1246,2,Philippine Fayolle,,12
1247,2,Corentin Bizet,,51
1248,2,Lucien Cosson,,51
1249,2,Killian Marquet,,5
1250,2,Francis Cottin,,64
1251,2,Kélian Bouche,,32
1252,2,Amaury Barraud,,12
1253,2,Jessy Morvan,,28
1254,2,Auguste Drouin,,8
1255,2,José Ferreira,,49
1256,2,Tanguy Bourdier,,12
1257,2,Mathias Casanova,,25
1258,2,Murielle Prieur,,30
1259,2,Marielle Fabre,,32
1260,2,Simonne Robin,,42
1261,2,Morgan Geffroy,,56
1262,2,Eugenie Besancon,,11
1263,2,Octave Lacaze,,27
1264,2,Guy Morin,,25
1265,2,Malika Carrere,,55
1266,2,Marcelle Garnier,,20
1267,2,Odilon Maillet,,22
1268,2,Julie Clavel,,17
1269,2,Elisabeth Diot,,62
1270,2,Wendy Hernandez,,20
1271,2,Valentin Masse,,29
1272,2,Melissa Wagner,,15
1273,2,Irwin Fievet,,1
1274,2,César Maury,,57
1275,2,Lauriane Guilbaud,,31
1276,2,Cyril Besnard,,15
1277,2,Kévin Cuvelier,,2
1278,2,Coline Baudouin,,5
1279,2,Valérie Fremont,,47
1280,2,Christian Chauveau,,16
1281,2,Théodore Maurin,,41
1282,2,Léandre Ragot,,6
1283,2,Patrick Pouget,,17
1284,2,Jonathan Gérard,,3
1285,2,Brigitte Aubertin,,4
1286,2,Yoann Philippon,,52
1287,2,Timeo Papin,,33
1288,2,Valère Pillet,,56
1289,2,Denise Berard,,51
1290,2,Aurore Aubin,,49
1291,2,Patricia Dubourg,,64
1292,2,Laurent Lucas,,54
1293,2,Gaston Renaud,,20
1294,2,Jade Cochet,,36
1295,2,Aurelia Sevin,,57
1296,2,Amélie Billy,,47
1297,2,Marcel Bouchet,,2
1298,2,Juliette Renou,,5
1299,2,Augustine Prunier,,8
1300,2,Antoinette Auffret,,32
1301,2,Maël Cote,,8
1302,2,Tania Le bihan,,22
1303,2,Daniel Mousset,,31
1304,2,Magali Lebreton,,5
1305,2,Guilhem Bocquet,,26
1306,2,Philippe Guiot,,21
1307,2,Roméo Philibert,,1
1308,2,Loris Meyer,,62
1309,2,Lorrain Piat,,62
1310,2,Malone Mauduit,,62
1311,2,Blanche Le bars,,5
1312,2,Kewan Tisserand,,25
1313,2,Lucienne Lecocq,,41
1314,2,Renée Delhaye,,52
1315,2,Faustine Ledoux,,15
1316,2,Pascale Gueguen,,21
1317,2,Josephine Deschamps,,50
1318,2,Maé Delattre,,15
1319,2,Jeanne Moulin,,22
1320,2,Yvan Collot,,36
1321,2,Bertrand Aubert,,27
1322,2,Côme Tournier,,64
1323,2,Arthur Godin,,5
1324,2,Marthe Delannoy,,29
1325,2,Arlette Jouve,,64
1326,2,Clovis de Montclos,,29
1327,2,Liliane Carriere,,40
1328,2,Annick Segard,,34
1329,2,Maude Andre,,17
1330,2,Eliane Monteil,,30
1331,2,Yannick Motte,,58
1332,2,Meline Mahe,,46
1333,2,Zora Naudin,,47
1334,2,Pascal Payen,,64
1335,2,Alfred Laine,,35
1336,2,Emmanuelle Beaulieu,,56
1337,2,Chloé Brisset,,19
1338,2,Rudy Goupil,,26
1339,2,Thierry Varlet,,3
1340,2,Sylvain Bellot,,32
1341,2,Christelle Raoul,,31
1342,2,Melvin Lechat,,11
1343,2,Sandro Babin,,57
1344,2,Joan Racine,,24
1345,2,Nathéo Dubuc,,39
1346,2,Yaël Ferrari,,26
1347,2,Boris Vautrin,,42
1348,2,Valèry Riviere,,55
1349,2,Hervé Roux,,58
1350,2,Marguerite Boutin,,18
1351,2,Malo Gosselin,,5
1352,2,Maxence Tison,,39
1353,2,Lena Puech,,40
1354,2,Carlos Huchet,,21
1355,2,Adrien Mazet,,46
1356,2,Didier Lang,,37
1357,2,Matt Ouvrard,,51
1358,2,Linda Tardieu,,15
1359,2,Elouan Grimaud,,34
1360,2,Axel Raimbault,,31
1361,2,Estéban Luciani,,55
1362,2,Charlotte Huguet,,1
1363,2,Colette Rillart de Verneuil,,8
1364,2,Virginie Gosset,,35
1365,2,Pierre Tran,,40
1366,2,Lino Lesueur,,64
1367,2,Samuel Hoffmann,,4
1368,2,Edwige Menard,,42
1369,2,Agathe Terrien,,28
1370,2,Angeline Grange,,15
1371,2,Elias Carpentier,,8
1372,2,Frédéric Louis,,35
1373,2,Emrys Blandin,,9
1374,2,Marin Piot,,48
1375,2,Caroline Rigaud,,1
1376,2,Rose-Marie Vigneron,,40
1377,2,Noham Le roux,,51
1378,2,Josiane Caillaud,,59
1379,2,Victorine Loyer,,30
1380,2,Thomas Michel,,55
1381,2,Henriette Mora,,39
1382,2,Laurie Jan,,8
1383,2,Gilles Garrigues,,12
1384,2,Tristan Chaix,,2
1385,2,Achille Le Coz,,35
1386,2,Laurine Portal,,8
1387,2,Albert Miquel,,60
1388,2,Agnès Hoareau,,45
1389,2,Mathis Fontaine,,16
1390,2,Anne-Lise Pham,,56
1391,2,Georgette d'Harcourt,,51
1392,2,Marie-Claude Cros,,21
1393,2,Anthony Chollet,,9
1394,2,Delphine Auger,,30
1395,2,Thaïs Caillet,,17
1396,2,Ghislaine Perrault,,26
1397,2,Tessa Blaise,,5
1398,2,Timothée Pouliquen,,48
1399,2,Gustave Roca,,19
1400,2,Frédérique Allemand,,3
1401,2,Arwen Barbier,,27
1402,2,Pierrette Sorin,,1
1403,2,Malcom Roger,,51
1404,2,Nolan Bailleul,,44
1405,2,Joachim Guillemin,,11
1406,2,Olive Guery,,37
1407,2,Sylvie Laffont,,22
1408,2,Loïs Mercier,,1
1409,2,Jonas Franco,,28
1410,2,Alexandra Daval,,4
1411,2,Martin Jullien,,37
1412,2,Yaëlle Caro,,19
1413,2,Youna Bonnel,,37
1414,2,Charline Bataille,,58
1415,2,Ludivine Samson,,38
1416,2,Cécile Brunel,,11
1417,2,Pimprenelle Douay,,3
1418,2,Gwendoline Vannier,,45
1419,2,Gabriel Leveque,,42
1420,2,Annabelle Bayle,,29
1421,2,Dylan Combe,,13
1422,2,Mylan Monnier,,1
1423,2,Joelle Gaudemaris,,38
1424,2,Diego Rambaud,,11
1425,2,Ruben Lemoine,,46
1426,2,Marianne Loisel,,42
1427,2,Vincent Moreira,,56
1428,2,Fabrice Lafitte,,1
1429,2,Lucas Masson,,4
1430,2,Claude Oudin,,15
1431,2,Baptiste Guyot,,3
1432,2,Joanna Blanchard,,63
1433,2,Augustin de Fontanges,,41
1434,2,Gaëlle Seguin,,20
1435,2,Eloi Barreau,,17
1436,2,Ernest Pinto,,11
1437,2,René Aubry,,2
1438,2,Roseline Delage,,45
1439,2,Ophélie Rougier,,1
1440,2,Roland Favier,,12
1441,2,Dany Lemonnier,,27
1442,2,Loïc Michon,,62
1443,2,Yohann Guilloux,,4
1444,2,Lola Drouet,,28
1445,2,Charles Gaillard,,62
1446,2,Sabrina Jarry,,18
1447,2,Olympe Berton,,42
1448,2,Aimé Paris,,56
1449,2,Raymond Kremer,,63
1450,2,Titouan Favre,,62
1451,2,Patrice Pinet,,2
1452,2,Béatrice Lemarchand,,34
1453,2,Pauline Marty,,4
1454,2,Zita Metayer,,26
1455,2,Simone Fouquet,,49
1456,2,Christel Fonteneau,,14
1457,2,Ilian Boutet,,53
1458,2,Lorenzo Bonnin,,30
1459,2,Anne-Claire Bouvier,,49
1460,2,Marjorie Fillon,,20
1461,2,Zéphir Billon,,25
1462,2,Jérôme Prudhomme,,1
1463,2,Carla Bauduin,,36
1464,2,Alison Reynaud,,21
1465,2,April Faivre,,37
1466,2,Alain Moreno,,25
1467,2,Andrea Jouan,,17
1468,2,Lionel Prat,,24
1469,2,Camille Vivier,,15
1470,2,Lilian Guedon,,26
1471,2,Alexis Borel,,4
1472,2,Simon Guegan,,4
1473,2,Ezio Bellec,,26
1474,2,Arsène Massot,,59
1475,2,Edmond Garcia,,37
1476,2,Françoise Vallee,,19
1477,2,Hugo Bloch,,31
1478,2,Léon Debray,,25
1479,2,Valérian Pierron,,22
1480,2,Harold Munoz,,23
1481,2,Roger Chapuis,,8
1482,2,Martine Gregoire,,47
1483,2,Emile Roussel,,4
1484,2,Karen Delpech,,40
1485,2,Serge Braud,,14
1486,2,Justin Costes,,16
1487,2,Albane Herbin,,24
1488,2,Nadia Taillandier,,60
1489,2,William Ducrocq,,64
1490,2,Jean-Louis Guichard,,41
1491,2,Marie Berry,,14
1492,2,Ylan Garcin,,49
1493,2,Gilberte Riche,,47
1494,2,Estelle Bourgois,,4
1495,2,Jean-Christophe Le breton,,37
1496,2,Kimi Fleury,,47
1497,2,Marc Florent,,2
1498,2,Lenny Flores,,14
1499,2,Nadine Husson,,64
1500,2,Alice Dupond,,30
1501,2,Marine Baudet,,49
1502,2,Evan Haas,,39
1503,2,Henri Provost,,51
1504,2,Alban Granger,,54
1505,2,Alexine Gervais,,8
1506,2,Christophe de Bruyères-Chalabre,,14
1507,2,Rayan Fischer,,27
1508,2,Victor Laroche,,53
1509,2,Laure Durieux,,9
1510,2,Eric Chiron,,33
1511,2,Robin Dubois,,26
1512,2,Maeva Leleu,,39
1513,2,Irene Forestier,,51
1514,2,Janine Rose,,51
1515,2,Lubin Maisonneuve,,57
1516,2,Lisa Voisin,,63
1517,2,Ethan Desprez,,50
1518,2,Gérald Restaurand,,32
1519,2,Soan Perret,,40
1520,2,Lorraine Torres,,31
1521,2,Jean-Michel Dumas,,46
1522,2,Abel Rolland,,33
1523,2,Maryse De oliveira,,53
1524,2,Alexia Pelletier,,39
1525,2,Valériane Pepin,,12
1526,2,Nino Trouve,,3
1527,2,Gauthier Weiss,,12
1528,2,Véronique Bruyere,,20
1529,2,Florent Le Floch,,32
1530,2,Soren Galembert,,10
1531,2,Adam Pinson,,28
1532,2,Jolan Tardy,,57
1533,2,Thiméo Wagner,,38
1534,2,Virgile Fievet,,9
1535,2,Vanessa Maury,,37
1536,2,Orianne Guilbaud,,41
1537,2,Sylviane Besnard,,53
1538,2,Noël Cuvelier,,18
1539,2,Damien Baudouin,,3
1540,2,Géraldine Fremont,,56
1541,2,Sandra Chauveau,,14
1542,2,Nina Maurin,,29
1543,2,Cédric Ragot,,45
1544,2,Maxime Pouget,,23
1545,2,Raphaël Gérard,,5
1546,2,Chantal Aubertin,,64
1547,2,Emilienne Philippon,,30
1548,2,Max Papin,,44
1549,2,Vianney Pillet,,44
1550,2,Tim Berard,,20
1551,2,Manuel Aubin,,2
1552,2,Gérard Dubourg,,42
1553,2,Salomé Lucas,,36
1554,2,Karine Renaud,,51
1555,2,Kenzo Cochet,,36
1556,2,Laurence Sevin,,58
1557,2,Jean-Baptiste Billy,,47
1558,2,Sonia Bouchet,,5
1559,2,Jordan Renou,,21
1560,2,Mylène Prunier,,58
1561,2,François Auffret,,46
1562,2,Thibaut Cote,,41
1563,2,Madeleine Le bihan,,34
1564,2,Samantha Mousset,,3
1565,2,Théo Lebreton,,4
1566,2,Naël Bocquet,,35
1567,2,Lou Guiot,,12
1568,2,Kelly Philibert,,31
1569,2,Margot Meyer,,53
1570,2,Yann Piat,,10
1571,2,Marie-Louise Mauduit,,15
1572,2,Marie-Noëlle Le bars,,56
1573,2,Marie-Pierre Tisserand,,5
1574,2,Célestin Lecocq,,42
1575,2,Leonie Delhaye,,17
1576,2,Maria Ledoux,,33
1577,2,Edith Gueguen,,63
1578,2,Cindy Deschamps,,25
1579,2,Gaspard Delattre,,37
1580,2,Roman Moulin,,46
1581,2,Jacques Collot,,1
1582,2,Florence Aubert,,46
1583,2,Charlène Tournier,,12
1584,2,Danielle Godin,,18
1585,2,Olivia Delannoy,,47
1586,2,Micheline Jouve,,21
1587,2,Mathilde de Montclos,,41
1588,2,Jean-Paul Carriere,,59
1589,2,Catherine Segard,,34
1590,2,Théophile André,,14
1591,2,Matéo Monteil,,42
1592,2,Harry Motte,,56
1593,2,Bernard Mahe,,34
1594,2,Jean-Marie Naudin,,25
1595,2,Jacqueline Payen,,50
1596,2,Céleste Laine,,49
1597,2,Ange Beaulieu,,40
1598,2,Nathan Brisset,,59
1599,2,Yvette Goupil,,51
1600,2,Milo Varlet,,20
1601,2,Claire Bellot,,4
1602,2,Victoria Raoul,,45
1603,2,Fernande Lechat,,48
1604,2,Julien Babin,,46
1605,2,Jean-Philippe Racine,,25
1606,2,Clément Dubuc,,38
1607,2,Liam Ferrari,,37
1608,2,Germaine Vautrin,,38
1609,2,Dorian Riviere,,16
1610,2,Clara Roux,,22
1611,2,Téo Boutin,,44
1612,2,Josette Gosselin,,21
1613,2,Gilbert Tison,,53
1614,2,Nicole Puech,,26
1615,2,Felix Huchet,,23
1616,2,Tabitha Mazet,,23
1617,2,Ginette Lang,,32
1618,2,Nadege Ouvrard,,37
1619,2,Cloé Tardieu,,57
1620,2,Bénédicte Grimaud,,14
1621,2,Elie Raimbault,,12
1622,2,Richard Luciani,,11
1623,2,Jules Huguet,,42
1624,2,Urbain Rillart de Verneuil,,15
1625,2,Milan Gosset,,41
1626,2,Edouard Tran,,56
1627,2,Marius Lesueur,,56
1628,2,Basile Hoffmann,,29
1629,2,Johanna Menard,,14
1630,2,Hector Terrien,,45
1631,2,Luc Grange,,42
1632,2,Farah Carpentier,,45
1633,2,Léa Louis,,16
1634,2,Robert Blandin,,16
1635,2,Ursula Piot,,35
1636,2,Corinne Rigaud,,40
1637,2,Albin Vigneron,,53
1638,2,Ryan Le roux,,5
1639,2,Sandrine Caillaud,,26
1640,2,Logan Loyer,,21
1641,2,Cerise Michel,,26
1642,2,David Mora,,2
1643,2,Hubert Jan,,38
1644,2,Maud Garrigues,,30
1645,2,Bernadette Chaix,,53
1646,2,Abigaëlle Le Coz,,58
1647,2,Angèle Portal,,34
1648,2,Huguette Miquel,,8
1649,2,Noa Hoareau,,33
1650,2,Fabien Fontaine,,44
1651,2,Alicia Pham,,51
1652,2,Peggy d'Harcourt,,26
1653,2,Paolo Cros,,52
1654,2,Gisèle Chollet,,8
1655,2,Fanny Auger,,49
1656,2,Alix Caillet,,35
1657,2,Emeline Perrault,,34
1658,2,Inès Blaise,,40
1659,2,Thibaud Pouliquen,,56
1660,2,Louise Roca,,32
1661,2,Adeline Allemand,,34
1662,2,Urielle Barbier,,19
1663,2,Emilie Sorin,,64
1664,2,Loan Roger,,13
1665,2,Julian Bailleul,,36
1666,2,Thibault Guillemin,,45
1667,2,Eloan Guery,,38
1668,2,Eugene Laffont,,8
1669,2,Zoé Mercier,,62
1670,2,Bruno Franco,,28
1671,2,Antonin Daval,,8
1672,2,Angélique Jullien,,24
1673,2,Anatole Caro,,44
1674,2,Valentine Bonnel,,44
1675,2,Charlie Bataille,,52
1676,2,Romane Samson,,32
1677,2,Louison Brunel,,58
1678,2,Isabelle Douay,,24
1679,2,Anne-Laure Vannier,,34
1680,2,Joris Leveque,,51
